Tojeść orszelinowata
Tojeść orzęsiona
Tojeść pospolita
Tojeść rozesłana
Topola wielkolistna
Traganek alpejski
Traganek wąskolistny
Trawa
Trawa pampasowa
Trojeść bulwiasta
Trojeść krwista
Trójlist
Trójlist wielkokwiatowy
Trójsklepka
Trójsklepka owłosiona
Truskawka
Trytoma Galpina
Trytoma ogrodowa
Trzcinnik piaskowy
Trzęślica modra
Trzęślica trzcinowata.
Trzmielina czarna
Trzmielina Fortune'a
Trzmielina japońska
Trzmielina oskrzydlona
Trzmielina płaskoogonkowa
Trzmielina wielkoowocowa
Trzmielina zwyczajna
Trzykrotka Andersona
Trzykrotka wirginijska
Tulejnik amerykański
Tulipan
Tulipan dwukwiatowy
Tulipan Fosteriana
Tulipan Greiga
Tulipan kaufmanna
Tulipan Kluzjusza
Tulipan lnowaty
Tulipan Maksimowicza
Tulipan mieszaniec Darwina
Tulipan późny
Tulipan turkiestański
Tulipanowiec amerykański
Turzyca
Turzyca 'ptasia łapka'
Turzyca babkowata
Turzyca brzegowa pstrolistna
Turzyca Buchannana
Turzyca cienista
Turzyca leśna
Turzyca Morrowa
Turzyca muskegońska
Turzyca nibyciborowata
Turzyca pagórkowa
Turzyca prosowa
Turzyca zwisła
Tymianek pospolity
Tytoń
Tytoń narcyzowy
Ubiorek
Ubiorek skalny
Ubiorek wiecznie zielony
Ukwap
Ukwap babkolistny
Ukwap dwupienny
Ulecznica kraińska
Ułudka wiosenna
Urdzik alpejski
Wawrzynek
Wawrzynek główkowy
Wawrzynek wilczełyko
Wąkrota
Wąkrota zwyczajna
Wełnianka pochwowata
Wełnianka szerokolistna
Wełnianka wąskolistna
Werbena
Wiąz górski
Wiąz holenderski
Wiąz polny
Wiązówka błotna
Wiązówka bulwkowa
Wiciokrzew
Wiciokrzew Browna
Wiciokrzew chiński
Wiciokrzew Heckrotta
Wiciokrzew Henryego
Wiciokrzew lśniący
Wiciokrzew pomorski
Wiciokrzew przewiercień
Wiciokrzew suchodrzew
Wiciokrzew Tellmana
Wieczornik damski
Wielosił błękitny
Wielosił rozesłany
Wierzba
Wierzba Iwa
Wierzba japońska
Wierzba lanata
Wierzba szwajcarska
Wierzbówka kiprzyca
Wierzbówka nadrzeczna
Wiesiołek dwuletni
Wiesiołek misuryjski
Wietlica iseańska
Wietlica samicza
Wilczomlecz
Wilczomlecz griffitha
Wilczomlecz migdałolistny
Wilczomlecz mirtowaty
Wilczomlecz pstry
Wilczomlecz pstry (złocisty)
Wilczomlecz sosnka
Wilec
Wilec trójbarwny
Winnik zmienny
Winobluszcz pięciolistkowy
Wiśnia
Wiśnia nippońska
Wiśnia piłkowana
Wiśnia różowa
Wiśnia wczesna
Wiśnia wonna
Woskownica pensylwańska
Wrotycz pospolity
Wrzos zwyczajny
Wrzosiec australijski
Wrzosiec bagienny
Wrzosiec darlejski
Wrzosiec delikatny
Wrzosiec krwisty
Wrzosiec rozpierzchły
Wyżlin
Wyżlin większy (Lwia paszcza)
Zabieniec lancetowaty
Zanokcica
Zanokcica skalna
Zarzyczka górska
Zaślaz mieszańcowy
Zatrwian szerokolistny
Zatrwian tatarski
Zawciąg
Zawciąg jałowcolistny
Zawciąg pospolity
Zawilec
Zawilec alpejski
Zawilec gajowy
Zawilec grecki
Zawilec japoński
Zawilec łąkowy
Zawilec narcyzowy
Zawilec wielkokwiatowy (Z. leśny)
Zawilec wielosieczny
Zawilec wieńcowy
Zawilec żółty
Zdrojek
Zdrojówka rutewkowata
Zerwa
Ziarnopłon wiosenny
Zimokwiat wczesny
Zimowit Bornmuelleri
Zimowit jesienny
Złocień czerwonawy
Złocień maruna
Złocień ogrodowy
Złocień polny
Złocień Weyricha
Złotlin japoński
Złotnica żółta
Złotokap zwyczajny
Żabiściek pływający
Żagwin
Żagwin ogrodowy
Żarnowiec
Żarnowiec miotlasty
Żeleźniak
Żeniszek meksykański
Żmijowiec
Żmijowiec zwyczajny
Żurawina amerykańska
Żurawina wielkoowocowa
Żurawka
Żurawka amerykańska
Żurawka purpurowa
Żylistek karbowany
Żylistek mieszańcowy
Żylistek szorstki
Żylistek wysmukły
Żywokost wielkokwiatowy
Żywotnik olbrzymi
Żywotnik wschodni
Żywotnik zachodni
Żywotnikowiec japoński
