Szachownica
Szachownica bladokwiatowa
Szachownica cesarska
Szachownica kostkowata
Szachownica Michałowskiego
Szachownica perska
Szafirek
Szafirek drobnokwiatowy
Szafirek groniasty
Szałwia
Szałwia błyszcząca
Szałwia lekarska
Szałwia lepka
Szałwia łąkowa
Szałwia muszkatołowa
Szałwia okręgowa
Szałwia srebrzysta
Szałwia wspaniała
Szałwia zielona
Szanta
Szanta odgięta
Szarłat wysoki
Szarotka
Szarotka alpejska
Szarotka Palibina
Szczawik
Szczęślin
Szczodrzeniec płożący
Szczodrzeniec purpurowy
Szczodrzeniec wczesny
Szkarłatka
Szkarłatka amerykańska
Szydlica japońska
Ślaz dziki
Ślaz piżmowy
Ślazówka
Ślazówka letnia
Śliwa
Śliwa tarnina
Śliwa wiśniowa
Śmiałek pogięty
Śniedek baldaszkowaty
Śniegowiec wirginijski
Śnieżnik
Śnieżnik lśniący
Śnieżyca Letnia
Śnieżyca wiosenna
Śnieżyczka
Śnieżyczka przebiśnieg
Świdośliwa gładka
Świdośliwa kanadyjska
Świerk biały
Świerk Brewera
Świerk chiński
Świerk czarny
Świerk dwubarwny
Świerk Engelmanna
Świerk kaukaski
Świerk kaukaski odm. złocista
Świerk kłujący
Świerk pospolity
Świerk pospolity odm. gniazdkowataAcrocona
Świerk pospolity odm. odwrócona
Świerk purpurowy
Świerk Sargenta, Świerk azjatycki
Świerk Schrenka
Świerk serbski
Świerk sitkajski
Świerzbnica
Tamaryszek czteropręcikowy
Tamaryszek Meyera
Tarczownica tarczowata
Tarczyca bajkalska
Tarczyca wschodnia
Tawlina jarzębolistna
Tawuła Billarda
Tawuła brzozolistna
Tawuła Douglasa
Tawuła gęstokwiatowa
Tawuła japońska
Tawuła nippońska
Tawuła szara
Tawuła śliwolistna
Tawuła trójłatkowa
Tawuła van Houttaea
Tawuła wierzbolistna
Tawułka Arendsa
Tawułka chińska
Tawułka japońska
Tawułka pojedynczolistna
Telima wielkokwiatowa
Tiarella sercolistna
Tojad
Tojad Henryego
Tojad jesienny
Tojad Lisi
Tojad mocny
Tojad pstry
Tojeść
Tojeść kropkowana
