1;69.3814
2;17.6025
3;17.338
4;17.8444
5;16.8448
6;16.2176
7;16.8256
8;16.7402
9;16.7402
10;16.5452
11;17.1383
12;16.8349
13;17.3576
14;16.8499
15;19.0698
16;17.8487
17;17.2467
18;17.3218
19;17.5987
20;16.9395
21;17.7557
22;20.4322
23;17.1622
24;17.6021
25;17.6823
26;17.1208
27;17.7024
28;17.3935
29;17.4152
30;17.9669
31;19.2175
32;21.5368
33;19.5584
34;19.5938
35;20.3375
36;21.4327
37;22.0569
38;20.3238
39;21.9383
40;20.4283
41;22.74
42;21.9494
43;19.9517
44;19.6949
45;20.218
46;21.6243
47;19.0088
48;18.2272
49;19.2652
50;19.3361
51;21.1421
52;19.3489
53;20.4125
54;23.4961
55;21.2979
56;18.35
57;19.1334
58;20.2406
59;19.3821
60;19.3996
61;18.5088
62;19.7141
63;19.7538
64;20.6173
